show_id,show_type_id,title,country,date_added,release_year,rating,description,duration_minutes,duration_seasons
154,2,Kid-E-Cats,Russia,"September 1, 2021",2016,TV-Y,"Cookie, Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning.",,2.0
155,2,Kuroko's Basketball,Japan,"September 1, 2021",2015,TV-MA,"Five middle school basketball stars went to separate high schools, and now Tetsuya Kuroko and Seirin High are making their play for glory.",,3.0
156,1,Labyrinth,"United Kingdom, United States","September 1, 2021",1986,PG,"In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin.",101.0,
157,1,Letters to Juliet,United States,"September 1, 2021",2010,PG,"By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance.",105.0,
158,1,Level 16,Canada,"September 1, 2021",2018,TV-14,"In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape.",102.0,
159,1,Love Don't Cost a Thing,United States,"September 1, 2021",2003,PG-13,A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.,101.0,
160,1,Love in a Puff,Hong Kong,"September 1, 2021",2010,TV-MA,"When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections.",103.0,
161,2,Major Dad,United States,"September 1, 2021",1992,TV-PG,"When he marries a journalist and becomes stepdad to her daughters, a U.S. Marine finds his once-orderly life no longer entirely under his command.",,4.0
162,1,Mars Attacks!,United States,"September 1, 2021",1996,PG-13,"As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace.",106.0,
163,1,Marshall,"United States, China, Hong Kong","September 1, 2021",2017,PG-13,"This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer.",118.0,
164,1,My Boss's Daughter,United States,"September 1, 2021",2003,R,"A young man house-sits for his mean boss, hoping to use it as an opportunity to win the heart of the boss's daughter, on whom he's long had a crush.",86.0,
165,1,Mystery Men,United States,"September 1, 2021",1999,PG-13,A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.,121.0,
166,2,Oldsters,,"September 1, 2021",2019,TV-MA,Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system.,,
167,1,Once Upon a Time in America,"Italy, United States","September 1, 2021",1984,R,Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City.,229.0,
168,1,Open Season 2,"United States, Canada","September 1, 2021",2008,PG,Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.,76.0,
169,1,Osmosis Jones,United States,"September 1, 2021",2001,PG,Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms.,95.0,
170,1,Poseidon,United States,"September 1, 2021",2006,PG-13,"A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.",98.0,
171,1,Rhyme & Reason,United States,"September 1, 2021",1997,R,"The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts.",89.0,
172,1,Same Kind of Different as Me,United States,"September 1, 2021",2017,PG-13,A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.,120.0,
173,1,School of Rock,"United States, Germany","September 1, 2021",2003,PG-13,"Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll.",110.0,
174,1,Snervous Tyler Oakley,United States,"September 1, 2021",2015,PG-13,"The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour.",83.0,
175,1,Tears of the Sun,United States,"September 1, 2021",2003,R,"A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care.",121.0,
176,1,The Blue Lagoon,United States,"September 1, 2021",1980,R,"Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise.",105.0,
177,1,The Golden Child,United States,"September 1, 2021",1986,PG-13,A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.,94.0,
178,1,The Guns of Navarone,"United Kingdom, United States","September 1, 2021",1961,TV-14,"During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel.",156.0,
179,1,The Interview,United States,"September 1, 2021",2014,R,Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.,112.0,
180,1,The Nutty Professor,United States,"September 1, 2021",1996,PG-13,"After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance.",95.0,
181,1,The Nutty Professor II: The Klumps,,"September 1, 2021",2000,PG-13,"After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation.",107.0,
182,2,Turning Point: 9/11 and the War on Terror,,"September 1, 2021",2021,TV-14,"This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.",,
183,1,Welcome Home Roscoe Jenkins,United States,"September 1, 2021",2008,PG-13,"R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become.",114.0,
184,1,In the Line of Fire,United States,"August 31, 2021",1993,R,A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.,129.0,
185,2,Sparking Joy,United States,"August 31, 2021",2021,TV-PG,"In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life — and shares her own world.",,
186,1,Untold: Crime & Penalties,,"August 31, 2021",2021,TV-MA,"They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.",86.0,
187,2,Hometown Cha-Cha-Cha,,"August 29, 2021",2021,TV-14,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",,
188,2,The Ingenuity of the Househusband,,"August 29, 2021",2021,TV-G,A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.,,
189,1,2 Alone in Paris,France,"August 28, 2021",2008,TV-MA,"A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.",97.0,
190,2,Bread Barbershop,,"August 28, 2021",2020,TV-Y,"In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.",,2.0
191,1,Thimmarusu,India,"August 28, 2021",2021,TV-14,"Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit.",125.0,
192,1,Wind River,"United Kingdom, Canada, United States","August 28, 2021",2017,R,A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.,107.0,
193,1,C Kkompany,India,"August 27, 2021",2008,TV-14,"Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous.",127.0,
194,2,D.P.,", South Korea","August 27, 2021",2021,TV-MA,A young private’s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.,,
195,2,Deadly Sins,,"August 27, 2021",2002,TV-MA,A multimillionaire fakes his death and forces his relatives to live together in his mansion for one year to see who's worthy of inheriting his fortune.,,
196,1,EMI: Liya Hai To Chukana Padega,India,"August 27, 2021",2008,TV-14,A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.,128.0,
197,1,He's All That,,"August 27, 2021",2021,TV-14,"An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That.""",92.0,
198,2,I Heart Arlo,,"August 27, 2021",2021,TV-Y7,It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.,,
199,2,King of Boys: The Return of the King,Nigeria,"August 27, 2021",2021,TV-MA,"Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness.",,
200,1,Koi Aap Sa,India,"August 27, 2021",2006,TV-14,"Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her.",135.0,
201,1,Krishna Cottage,India,"August 27, 2021",2004,TV-14,True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.,124.0,
202,1,Kucch To Hai,India,"August 27, 2021",2003,TV-14,"A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge.",136.0,
203,1,Kyaa Kool Hai Hum,India,"August 27, 2021",2005,TV-MA,"Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck.",165.0,
204,1,Kyaa Kool Hain Hum 3,India,"August 27, 2021",2016,TV-MA,"When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father.",124.0,
